flow,total_fiat,total_biat,min_fiat,min_biat,max_fiat,max_biat,mean_fiat,mean_biat,std_fiat,std_biat,feduration,total_fpackets,total_bpackets,total_fpktl,total_bpktl,min_fpktl,min_bpktl,max_fpktl,max_bpktl,mean_fpktl,mean_bpktl,std_fpktl,std_bpktl,avgPacketSize,fPktsPerSecond,bPktsPerSecond,flowPktsPerSecond,flowBytesPerSecond,label
192.168.140.130:49460<->104.21.50.133:443,0.858711,0.813103,0.000618,0.000939,0.593360,0.593360,0.122673,0.101637875,0.210375970319014,0.20217905303145633,0.858711,8,9,991,4624,54,60,571,1466,123.875,513.7777777777778,180.9786392288959,603.058408816629,330.29411764705884,9.316289182274362387345684404,10.48082533005865768576389495,19.79711451233302007310957936,6538.870469808818100618252241,Win7_Chrome
192.168.140.130:50589<->192.168.140.2:53,0,0,1649878632.886917,0,1649878632.886917,1649878632.886917,0.0,0.0,0.0,0.0,0.006826,1,1,90,272,90,272,90,272,90.0,272.0,0.0,0.0,181.0,146.4986815118663932024611778,146.4986815118663932024611778,292.9973630237327864049223557,53032.52270729563433929094638,Win7_Chrome
192.168.140.130:49461<->8.253.193.108:80,23.667210,23.634793,0.001482,0.002951,12.232186,12.232186,2.62969,1.9695660833333333,4.560233011262692,4.063000992321953,23.66721,10,13,1756,3428,54,60,355,391,175.6,263.6923076923077,154.44610710535892,167.6083652523468,225.3913043478261,0.4225255110340424578985017668,0.5492831643442551952680522968,0.9718086753782976531665540636,219.0372249200476101745833159,Win7_Chrome
192.168.140.130:49462<->8.253.193.108:80,26.798374,26.758165,0.000221,0.001591,12.458804,12.458804,2.0614133846153844,1.4865647222222222,3.9450107873756517,3.4459388949875613,26.799092,14,19,2875,4781,54,60,355,391,205.35714285714286,251.6315789473684,155.32229873239865,167.90215752909185,232.0,0.5224057591204955749993320669,0.7089792445206725660705220908,1.231385003641168141069854158,285.6813208447510087282061646,Win7_Chrome
192.168.140.130:64279<->192.168.140.2:53,0,0,1649878632.916357,0,1649878632.916357,1649878632.916357,0.0,0.0,0.0,0.0,0.012527,1,1,78,131,78,131,78,131,78.0,131.0,0.0,0.0,104.5,79.82757244352199249620819031,79.82757244352199249620819031,159.6551448870439849924163806,16683.96264069609643170751177,Win7_Chrome
192.168.140.130:49463<->151.236.102.200:443,0.607934,0.602019,0.000112,0.000000,0.417084,0.417084,0.018422242424242424,0.005574249999999999,0.0724583256202446,0.04156029658604584,0.607934,34,109,3042,140150,54,60,571,1514,89.47058823529412,1285.7798165137615,118.72510528058467,446.99056162456895,1001.3426573426574,55.92712366802975322979139183,179.2957788180953853543312267,235.2229024861251385841226186,235538.7262433093066023614406,Win7_Chrome
192.168.140.130:49464<->104.21.50.133:443,0.672648,0.607191,0.000916,0.000001,0.433737,0.433737,0.112108,0.08674157142857143,0.15992371079111442,0.15662311003366983,0.672648,7,8,937,3926,54,60,571,1514,133.85714285714286,490.75,193.08584323337342,649.1734855073136,324.2,10.40663170038415337591132360,11.89329337186760385818436983,22.29992507225175723409569344,7229.635708424019695293823813,Win7_Chrome
192.168.140.130:54083<->192.168.140.2:53,0,0,1649878633.055741,0,1649878633.055741,1649878633.055741,0.0,0.0,0.0,0.0,0.033595,1,1,82,147,82,147,82,147,82.0,147.0,0.0,0.0,114.5,29.76633427593391873790742670,29.76633427593391873790742670,59.53266855186783747581485340,6816.490549188867390980800714,Win7_Chrome
192.168.140.130:49465<->92.223.99.99:443,0.299440,0.288689,0.000246,0.00000,0.239121,0.239121,0.04990666666666666,0.04124128571428571,0.09304382445636393,0.08797841326278905,0.299440,7,8,937,3501,54,60,571,1514,133.85714285714286,437.625,193.08584323337342,652.0372332707915,295.8666666666667,23.37697034464333422388458456,26.71653753673523911301095378,50.09350788137857333689553834,14820.99919850387389794282661,Win7_Chrome
192.168.140.130:49466<->8.253.193.108:80,26.447167,26.420528,0.000175,0.000814,20.486237,20.486237,2.6447167,2.032348307692308,6.367710083847884,5.636046562277046,26.448522,11,14,2111,3488,54,60,355,391,191.9090909090909,249.14285714285714,156.18607783375222,169.9859076253346,223.96,0.4159022572225396942785687609,0.5293301455559596108999966047,0.9452324027784993051785653656,211.6942489262727043877914993,Win7_Chrome
192.168.140.130:49467<->77.88.55.55:443,4.968748,4.956299,0.000095,0.000000,4.720540,4.720540,0.3822113846153846,0.26085784210526314,1.304210053362797,1.0805191395653944,4.968748,14,20,3414,7620,54,60,1948,1514,243.85714285714286,381.0,508.91118420269896,521.3392672520912,324.52941176470586,2.817611197025890626773585620,4.025158852894129466819408028,6.842770049920020093592993647,2220.680139141691226844267409,Win7_Chrome
192.168.140.130:49468<->92.223.99.99:443,0.111673,0.102365,0.000468,0.000001,0.046994,0.046994,0.018612166666666666,0.012795625,0.01814927540610552,0.01779560258633335,0.111673,7,9,937,5126,54,60,571,1466,133.85714285714286,569.5555555555555,193.08584323337342,659.3244859534475,378.9375,62.68301200827415758509218880,80.59244401063820260940424274,143.2754560189123601944964315,54292.44311516660249120199153,Win7_Chrome
192.168.140.130:49469<->92.223.99.99:443,0.111536,0.104173,0.000509,0.000001,0.047313,0.047313,0.018589333333333333,0.013021625,0.018637547882344035,0.018510348309893346,0.111536,7,9,937,5126,54,60,571,1466,133.85714285714286,569.5555555555555,193.08584323337342,659.3244859534475,378.9375,62.76000573805766747955816956,80.69143594893128675943193229,143.4514416869889542389901019,54359.13068426337684693731172,Win7_Chrome
192.168.140.130:49470<->92.223.99.99:443,0.108605,0.102364,0.000346,0.000000,0.047566,0.047566,0.018100833333333333,0.0127955,0.018541405851948408,0.018350276011937415,0.108605,7,9,937,5126,54,60,571,1466,133.85714285714286,569.5555555555555,193.08584323337342,659.3244859534475,378.9375,64.45375443119561714469867870,82.86911284010865061461258690,147.3228672713042677593112656,55826.15901661986096404401271,Win7_Chrome
192.168.140.130:49471<->92.223.99.99:443,0.102551,0.095316,0.000715,0.000002,0.041317,0.041317,0.017091833333333334,0.0119145,0.015490485188226566,0.014780329398997072,0.102551,7,9,937,5126,54,60,571,1514,133.85714285714286,569.5555555555555,193.08584323337342,661.0331139797595,378.9375,68.25872005148657741026416125,87.76121149476845667033963589,156.0199315462550340806037971,59121.80281030901697691880138,Win7_Chrome
192.168.140.130:49472<->92.223.99.99:443,0.102219,0.095316,0.000767,0.00000,0.041025,0.041025,0.0170365,0.0119145,0.015575023810575699,0.016036711535010625,0.102219,7,9,937,5126,54,60,571,1514,133.85714285714286,569.5555555555555,193.08584323337342,701.9820352243908,378.9375,68.48041949148397069038045764,88.04625363190796231620344554,156.5266731233919330065839032,59313.82619669533061368238781,Win7_Chrome
192.168.140.130:63403<->192.168.140.2:53,0,0,1649878635.221435,0,1649878635.221435,1649878635.221435,0.0,0.0,0.0,0.0,0.024536,1,1,84,144,84,144,84,144,84.0,144.0,0.0,0.0,114.0,40.75643951744375611346592762,40.75643951744375611346592762,81.51287903488751222693185523,9292.468209977176393870231497,Win7_Chrome
192.168.140.130:49473<->64.233.164.97:443,3.294857,3.269284,0.000216,0.000000,2.992580,2.992580,0.14976622727272726,0.05944152727272727,0.635149996060543,0.40287699743510796,3.294857,23,56,2393,64808,54,60,571,1514,104.04347826086956,1157.2857142857142,131.71783832422366,574.1326648807894,850.6455696202531,6.980576091769688335487700984,16.99618526691750203423092413,23.97676135868719036971862512,20395.72582360934025361343451,Win7_Chrome
192.168.140.130:49474<->93.158.134.119:443,2.960822,2.946863,0.000089,0.000000,1.316990,1.316990,0.02667407207207207,0.005397184981684982,0.14462623431633012,0.06585363389061187,2.960822,112,547,564484,112158,54,60,16460,1514,5040.035714285715,205.0420475319927,7201.780694375813,418.07790174607493,1026.7708649468893,37.82733308520404131014968141,184.7459928357733088986774619,222.5733259209773502088271433,228531.8063699877939301991136,Win7_Chrome
192.168.140.130:60100<->192.168.140.2:53,0,0,1649878635.604091,0,1649878635.604091,1649878635.604091,0.0,0.0,0.0,0.0,0.011488,1,1,84,224,84,224,84,224,84.0,224.0,0.0,0.0,154.0,87.04735376044568245125348189,87.04735376044568245125348189,174.0947075208913649025069638,26810.58495821727019498607242,Win7_Chrome
192.168.140.130:56449<->192.168.140.2:53,0,0,1649878635.604977,0,1649878635.604977,1649878635.604977,0.0,0.0,0.0,0.0,0.014987,1,1,78,142,78,142,78,142,78.0,142.0,0.0,0.0,110.0,66.72449456195369320077400414,66.72449456195369320077400414,133.4489891239073864015480083,14679.38880362981250417028091,Win7_Chrome
192.168.140.130:49475<->74.125.131.138:443,2.943815,2.920159,0.000261,0.000000,2.610937,2.610937,0.16354527777777778,0.08343311428571429,0.6111700833861327,0.4401248227368052,2.943815,19,36,2870,28392,54,60,716,1514,151.05263157894737,788.6666666666666,196.33007175678256,698.3717389143735,568.4,6.454209928273345981320157687,12.22902933778107659618556193,18.68323926605442257750571962,10619.55319882533379305425103,Win7_Chrome
192.168.140.130:49476<->108.156.22.43:443,2.943785,2.919047,0.000754,0.000000,2.770525,2.770525,0.2943785,0.19460313333333332,0.8701544154332929,0.71268753372477,2.943785,11,16,1695,7295,54,60,571,1514,154.0909090909091,455.9375,178.5998065762976,611.4892715057777,332.962962962963,3.736685933245804296169727069,5.435179539266624430792330282,9.171865472512428726962057351,3053.891503625434602051440577,Win7_Chrome
192.168.140.130:57646<->74.125.131.138:57646,3.999797,0,0.301256,0,1.897884,1.897884,0.99994925,0.0,0.7057225854528463,0.0,3.999797,5,0,6460,0,1292,0,1292,0,1292.0,0.0,0.0,0.0,1292.0,1.250063440719616520538417325,0E+6,1.250063440719616520538417325,1615.081965409744544535635183,Win7_Chrome
192.168.140.130:54890<->192.168.140.2:53,0,0,1649878635.870299,0,1649878635.870299,1649878635.870299,0.0,0.0,0.0,0.0,0.011641,1,1,78,142,78,142,78,142,78.0,142.0,0.0,0.0,110.0,85.90327291469804999570483635,85.90327291469804999570483635,171.8065458293960999914096727,18898.72004123357099905506400,Win7_Chrome
192.168.140.130:49477<->108.156.22.33:443,2.680422,2.658918,0.000085,0.00000,1.318989,1.318989,0.059564933333333334,0.022157649999999997,0.23227059418424023,0.14421368868911802,2.680422,46,121,3807,156520,54,60,571,1514,82.76086956521739,1293.5537190082644,95.10793512463351,454.8985592124399,960.0419161676647,17.16147681223329759269249394,45.14214552783106540686503842,62.30362234006436299955753236,59814.08897554191093790455384,Win7_Chrome
192.168.140.130:55112<->192.168.140.2:53,0,0,1649878635.934368,0,1649878635.934368,1649878635.934368,0.0,0.0,0.0,0.0,0.011866,1,1,83,169,83,169,83,169,83.0,169.0,0.0,0.0,126.0,84.27439743805831788302713636,84.27439743805831788302713636,168.5487948761166357660542727,21237.14815439069610652283836,Win7_Chrome
192.168.140.130:49478<->64.233.162.155:443,0.096295,0.093618,0.026606,0.022824,0.069689,0.069689,0.0481475,0.046809,0.03046428145386003,0.033919912293518685,0.120176,3,3,691,180,54,60,571,60,230.33333333333334,60.0,295.08699282302047,0.0,145.16666666666666,24.96338703235254959392890427,24.96338703235254959392890427,49.92677406470509918785780855,7247.703368393023565437358541,Win7_Chrome
192.168.140.130:49479<->74.125.131.94:443,2.503218,2.483208,0.000089,0.00000,2.347619,2.347619,0.2086015,0.1552005,0.673754664003759,0.5848116406680017,2.503218,13,17,3072,7508,54,60,1423,1466,236.30769230769232,441.6470588235294,385.6901572971463,584.2345356507598,352.6666666666667,5.193315164719972451460480070,6.791258292326117821140627784,11.98457345704609027260110785,4226.559572518254502803990703,Win7_Chrome
192.168.140.130:49480<->64.233.162.155:443,0.019871,0.022598,0.000450,0.002158,0.019421,0.019421,0.0099355,0.011299,0.013414522745889992,0.012927326173652462,0.041904,3,3,691,180,54,60,571,60,230.33333333333334,60.0,295.08699282302047,0.0,145.16666666666666,71.59221076746849942726231386,71.59221076746849942726231386,143.1844215349369988545246277,20785.60519282168766704849179,Win7_Chrome
192.168.140.130:49481<->104.21.50.133:443,0.174753,0.125508,0.000279,0.000000,0.06751,0.06751,0.0291255,0.01792971428571429,0.028929740570907303,0.025159774924233626,0.174753,7,8,937,3928,54,60,571,1514,133.85714285714286,491.0,193.08584323337342,649.2421956184214,324.3333333333333,40.05653694071060296532820610,45.77889936081211767466080697,85.83543630152272063998901306,27839.29317379386906090310324,Win7_Chrome
192.168.140.130:49482<->104.21.50.133:443,2.325001,2.278451,0.000326,0.000001,1.961449,1.961449,0.2325001,0.17526546153846154,0.6095260095962454,0.5377992494995407,2.325001,11,14,1884,6904,54,60,628,1466,171.27272727272728,493.14285714285717,214.2774327404036,569.3231956445312,351.52,4.731180760782468480658717996,6.021502786450414429929277450,10.75268354723288291058799545,3779.783320523303000729892159,Win7_Chrome
192.168.140.130:63483<->192.168.140.2:53,0,0,1649878636.266279,0,1649878636.266279,1649878636.266279,0.0,0.0,0.0,0.0,0.013112,1,1,79,111,79,111,79,111,79.0,111.0,0.0,0.0,95.0,76.26601586333129957291031117,76.26601586333129957291031117,152.5320317266625991458206223,14490.54301403294691885295912,Win7_Chrome
192.168.140.130:49483<->75.2.88.188:443,2.393272,2.260715,0.000152,0.000000,1.387256,1.387256,0.17094800000000002,0.12559527777777776,0.3606302088180548,0.3228618074984305,2.393272,15,19,2778,9021,54,60,803,1514,185.2,474.7894736842105,235.99067778198352,618.1247248238793,347.02941176470586,6.267570088147105719700894842,7.938922111653000578287800133,14.20649219980010629798869497,4930.070631336513359116723883,Win7_Chrome
192.168.140.130:58825<->192.168.140.2:53,0,0,1649878636.358287,0,1649878636.358287,1649878636.358287,0.0,0.0,0.0,0.0,0.005696,1,1,78,94,78,94,78,94,78.0,94.0,0.0,0.0,86.0,175.5617977528089887640449438,175.5617977528089887640449438,351.1235955056179775280898876,30196.62921348314606741573034,Win7_Chrome
192.168.140.130:54647<->192.168.140.2:53,0,0,1649878637.188918,0,1649878637.188918,1649878637.188918,0.0,0.0,0.0,0.0,0.012795,1,1,89,121,89,121,89,121,89.0,121.0,0.0,0.0,105.0,78.15552950371238765142633841,78.15552950371238765142633841,156.3110590074247753028526768,16412.66119577960140679953107,Win7_Chrome
192.168.140.130:49484<->34.237.73.95:443,0.562069,0.411505,0.000423,0.000001,0.235089,0.235089,0.070258625,0.03740954545454545,0.09228432258118308,0.05661664763894739,0.563181,9,12,2110,4963,54,60,786,1466,234.44444444444446,413.5833333333333,263.86270630344444,580.1166745238461,336.8095238095238,15.98065275639625626574760157,21.30753700852834168766346876,37.28818976492459795341107033,12559.01743844341339640364288,Win7_Chrome
192.168.140.130:49485<->212.188.34.18:443,3.375196,3.369111,0.000111,0.000000,3.154260,3.154260,0.03879535632183908,0.009626031428571429,0.3379256278384335,0.1697978486840698,3.375196,88,351,7552,501935,54,60,2261,1514,85.81818181818181,1430.014245014245,241.00572537933982,244.24707004398482,1160.5626423690205,26.07255993429714896557118461,103.9939606470261282604032477,130.0665205813232772259744323,150950.3448096051310797950697,Win7_Chrome
192.168.140.130:62350<->192.168.140.2:53,0,0,1649878640.585933,0,1649878640.585933,1649878640.585933,0.0,0.0,0.0,0.0,0.005293,1,1,75,171,75,171,75,171,75.0,171.0,0.0,0.0,123.0,188.9287738522576988475344795,188.9287738522576988475344795,377.8575477045153976950689590,46476.47836765539391649348196,Win7_Chrome
192.168.140.130:49486<->74.125.205.102:443,0.171265,0.149765,0.000819,0.000147,0.113424,0.113424,0.04281625,0.029953,0.04917814711417393,0.04848207117584809,0.171265,5,6,799,5984,54,60,571,1466,159.8,997.3333333333334,229.9265099983036,726.0552779690171,616.6363636363636,29.19452310746503955857881062,35.03342772895804747029457274,64.22795083642308702887338335,39605.29004758707266516801448,Win7_Chrome
192.168.140.130:49487<->74.125.131.94:443,2.907963,2.888022,0.000088,0.000000,2.768724,2.768724,0.20771164285714286,0.16044566666666665,0.73723603855102,0.6512619844690677,2.907963,15,19,3144,7506,54,60,1387,1514,209.6,395.05263157894734,354.2305141328979,527.4008041206749,313.2352941176471,5.158249950222887980349130990,6.533783270282324775108899254,11.69203322050521275545803024,3662.357464658250466047883003,Win7_Chrome
192.168.140.130:49488<->93.158.134.119:443,1.430859,1.424635,0.000058,0.000000,1.353209,1.353209,0.11006607692307693,0.08380205882352942,0.3736398683256516,0.3277210284820137,1.430859,14,18,2646,6480,54,60,1104,1514,189.0,360.0,296.42381301622333,545.1349536097083,285.1875,9.784332348610170533924027455,12.57985587678450497218803530,22.36418822539467550611206275,6377.986929529744020899333897,Win7_Chrome
192.168.140.130:49489<->108.156.22.33:443,0.379979,0.358402,0.000063,0.000000,0.077611,0.077611,0.005845830769230769,0.0016217285067873302,0.013549353624538274,0.007623868475718039,0.379979,66,222,4727,308896,54,60,571,1514,71.62121212121212,1391.4234234234234,79.297446879361,325.1166181179646,1088.96875,173.6938093947297087470623377,584.2428134186362930583005903,757.9366228133660018053629280,825369.2967242926582784838109,Win7_Chrome
192.168.140.130:49490<->108.156.22.33:443,4.944155,4.892992,0.000230,0.000000,4.777253,4.777253,0.4494686363636364,0.305812,1.435471643529629,1.1925110425622623,4.944155,12,17,1748,9488,54,60,571,1514,145.66666666666666,558.1176470588235,172.5679488482637,661.6157195034876,387.44827586206895,2.427108373422758792958554091,3.438403529015574956691284962,5.865511902438333749649839052,2272.582473648176483140192814,Win7_Chrome
192.168.140.130:49491<->93.158.134.119:443,4.315725,4.296764,0.000071,0.000000,4.069125,4.069125,0.22714342105263155,0.14322546666666666,0.9307352486266087,0.7418188602700301,4.315725,20,31,15082,7750,54,60,5299,1514,754.1,250.0,1591.1474806764952,428.45170867516293,447.6862745098039,4.634215572122876225894838063,7.183034136790458150136998998,11.81724970891333437603183706,5290.420497135475499481547133,Win7_Chrome
192.168.140.130:57400<->192.168.140.2:53,0,0,1649878645.309557,0,1649878645.309557,1649878645.309557,0.0,0.0,0.0,0.0,0.004759,1,1,78,94,78,94,78,94,78.0,94.0,0.0,0.0,86.0,210.1281781886951040134482034,210.1281781886951040134482034,420.2563563773902080268964068,36142.04664845555789031309099,Win7_Chrome
192.168.140.130:49492<->77.88.55.55:443,1.964985,1.951608,0.000020,0.000000,1.776874,1.776874,0.14035607142857143,0.0975804,0.4719933394633484,0.3962011354681516,1.964985,15,21,3465,7704,54,60,1945,1464,231.0,366.85714285714283,492.096680396386,508.40134595753045,310.25,7.633646058366857762272994450,10.68710448171360086718219223,18.32075054008045862945518668,5684.012855059962289788471668,Win7_Chrome
192.168.140.130:65146<->192.168.140.2:53,0,0,1649878647.371014,0,1649878647.371014,1649878647.371014,0.0,0.0,0.0,0.0,0.031858,1,1,82,98,82,98,82,98,82.0,98.0,0.0,0.0,90.0,31.38928997426078222110615858,31.38928997426078222110615858,62.77857994852156444221231716,5650.072195366940799799108544,Win7_Chrome
192.168.140.130:49493<->87.236.16.206:443,0.438783,0.419857,0.000661,0.000002,0.239455,0.239455,0.0626832857142857,0.04665077777777778,0.08477998810590914,0.07945513518611899,0.438783,8,10,991,6072,54,60,571,1466,123.875,607.2,180.9786392288959,626.6106003288202,392.3888888888889,18.23224691932002835114395954,22.79030864915003543892994943,41.02255556847006379007390897,16096.79499889467003051622328,Win7_Chrome
192.168.140.130:49494<->87.236.16.206:443,0.437264,0.420147,0.000237,0.000000,0.335470,0.335470,0.07287733333333334,0.052518375,0.1292875338764982,0.11592569881601811,0.437264,7,9,937,5315,54,60,571,1514,133.85714285714286,590.5555555555555,193.08584323337342,696.7950041280275,390.75,16.00863551538658567821727835,20.58253137692561015770792931,36.59116689231219583592520765,14297.99846317099052288777489,Win7_Chrome
192.168.140.130:49495<->74.125.131.94:443,4.083139,4.062791,0.000171,0.000000,3.942986,3.942986,0.2916527857142857,0.2257106111111111,1.0510212271676298,0.9279632337794258,4.083139,15,19,3201,7591,54,60,1444,1466,213.4,399.5263157894737,367.8087235817785,516.4232080615292,317.4117647058824,3.673644223231195411177527877,4.653282682759514187491535311,8.326926905990709598669063189,2643.064563807404058495192057,Win7_Chrome
192.168.140.130:51118<->192.168.140.2:53,0,0,1649878651.592073,0,1649878651.592073,1649878651.592073,0.0,0.0,0.0,0.0,0.008127,1,1,72,136,72,136,72,136,72.0,136.0,0.0,0.0,104.0,123.0466346745416512858373323,123.0466346745416512858373323,246.0932693490833025716746647,25593.70001230466346745416513,Win7_Chrome
192.168.140.130:49496<->87.250.251.119:443,1.964184,1.947162,0.000070,0.000000,1.886130,1.886130,0.14029885714285714,0.10817566666666667,0.5025265161614486,0.4440029874274165,1.964184,15,19,3510,6606,54,60,1112,1514,234.0,347.6842105263158,310.989205141088,525.3286857484326,297.52941176470586,7.636759081633899879033736147,9.673228170069606513442732453,17.30998725170350639247646860,5150.230324653902078420351657,Win7_Chrome
192.168.140.130:49497<->87.236.16.206:443,0.096011,0.062270,0.000203,0.000001,0.033732,0.033732,0.016001833333333333,0.00778375,0.012132954519269684,0.008785854373447614,0.096011,7,9,937,5315,54,60,571,1514,133.85714285714286,590.5555555555555,193.08584323337342,663.9731001913992,390.75,72.90831258918248950641072377,93.73925904323462936538521628,166.6475716324171188717959400,65117.53861536698919915426357,Win7_Chrome
192.168.140.130:49498<->87.236.16.206:443,0.097212,0.080993,0.000402,0.000000,0.036718,0.036718,0.016202,0.010124125,0.013679060333224647,0.014047035105952328,0.097212,7,9,937,5315,54,60,571,1514,133.85714285714286,590.5555555555555,193.08584323337342,696.7950041280275,390.75,72.00757108175945356540344813,92.58116281940501172694729046,164.5887339011644652923507386,64313.04777188001481298605110,Win7_Chrome
192.168.140.130:49499<->87.236.16.206:443,1.683424,1.666360,0.000052,0.000000,1.287262,1.287262,0.0263035,0.008290348258706467,0.1606450095346287,0.09106276519554032,1.683424,65,202,5584,265562,54,60,591,1514,85.9076923076923,1314.6633663366338,96.36547019629928,441.5055602660349,1015.5280898876405,38.61178170205485961944227954,119.9935369817704868173436995,158.6053186838253464367859791,161068.1563290056456365122512,Win7_Chrome
192.168.140.130:49240<->192.168.140.2:53,0,0,1649878652.125831,0,1649878652.125831,1649878652.125831,0.0,0.0,0.0,0.0,0.009884,1,1,83,99,83,99,83,99,83.0,99.0,0.0,0.0,91.0,101.1736139214892755969243221,101.1736139214892755969243221,202.3472278429785511938486443,18413.59773371104815864022663,Win7_Chrome
192.168.140.130:54265<->192.168.140.2:53,0,0,1649878652.129854,0,1649878652.129854,1649878652.129854,0.0,0.0,0.0,0.0,0.013752,1,1,80,96,80,96,80,96,80.0,96.0,0.0,0.0,88.0,72.71669575334496800465386853,72.71669575334496800465386853,145.4333915066899360093077371,12798.13845258871436881908086,Win7_Chrome
192.168.140.130:49500<->188.114.96.128:443,1.467696,1.421812,0.000277,0.000000,1.054624,1.054624,0.12230799999999999,0.07483221052631579,0.29598080061198073,0.23985680139375265,1.467696,13,20,1853,11618,54,60,571,1514,142.53846153846155,580.9,175.1835301355959,633.7342046199361,408.2121212121212,8.857420065190611679802901963,13.62680010029324873815831071,22.48422016548386041796121268,9178.331207552517687586530181,Win7_Chrome
192.168.140.130:49501<->108.177.14.95:443,1.430084,1.410585,0.000095,0.000000,1.285674,1.285674,0.11917366666666666,0.0881615625,0.36759935696014917,0.31964105288588296,1.430084,13,17,2040,8349,54,60,637,1514,156.92307692307693,491.11764705882354,200.96702114959956,606.121056633176,346.3,9.090375110832650389767314368,11.88741360647346589431110340,20.97778871730611628407841777,7264.608232803108069176356074,Win7_Chrome
192.168.140.130:49502<->212.188.34.18:443,1.112662,1.104333,0.000091,0.000000,0.925454,0.925454,0.015241945205479453,0.0046596329113924055,0.10821067107587587,0.06334121978239332,1.112662,74,238,6907,337489,54,60,2372,1514,93.33783783783784,1418.0210084033613,275.23689806335017,266.59848992641787,1103.8333333333333,66.50716929310069005681869247,213.9014363751076247773357947,280.4086056682083148341544872,309524.3658900906115244341948,Win7_Chrome
192.168.140.130:55590<->192.168.140.2:53,0,0,1649878653.644475,0,1649878653.644475,1649878653.644475,0.0,0.0,0.0,0.0,0.013820,1,1,67,83,67,83,67,83,67.0,83.0,0.0,0.0,75.0,72.35890014471780028943560058,72.35890014471780028943560058,144.7178002894356005788712012,10853.83502170767004341534009,Win7_Chrome
192.168.140.130:62986<->192.168.140.2:53,0,0,1649878653.64469,0,1649878653.64469,1649878653.64469,0.0,0.0,0.0,0.0,0.014547,1,1,79,95,79,95,79,95,79.0,95.0,0.0,0.0,87.0,68.74269608854059256204028322,68.74269608854059256204028322,137.4853921770811851240805664,11961.22911940606310579500928,Win7_Chrome
192.168.140.130:49503<->87.236.16.206:443,0.207801,0.189592,0.002045,0.000001,0.096376,0.096376,0.034633500000000005,0.023699,0.03276412603290373,0.03360007893698211,0.207801,7,9,937,5315,54,60,571,1514,133.85714285714286,590.5555555555555,193.08584323337342,688.6096701163714,390.75,33.68607465796603481215201082,43.31066741738490190133829962,76.99674207535093671349031044,30086.47696594337852079633880,Win7_Chrome
192.168.140.130:61117<->192.168.140.2:53,0,0,1649878653.720709,0,1649878653.720709,1649878653.720709,0.0,0.0,0.0,0.0,0.010330,1,1,77,129,77,129,77,129,77.0,129.0,0.0,0.0,103.0,96.80542110358180058083252662,96.80542110358180058083252662,193.6108422071636011616650532,19941.91674733785091965150048,Win7_Chrome
192.168.140.130:49504<->64.233.161.94:443,4.893788,4.870242,0.000242,0.000000,4.172937,4.172937,0.1287838947368421,0.03959546341463415,0.6749025377034296,0.37640179140588875,4.893788,39,124,4212,145710,54,60,571,1514,108.0,1175.0806451612902,115.50279103485813,560.019825386206,919.7668711656441,7.969286777441115144342174201,25.33824513853072507431870772,33.30753191597184021866088192,30635.16441660325294025813950,Win7_Chrome
192.168.140.130:49505<->188.114.98.128:443,4.824531,4.778180,0.000256,0.000000,2.995873,2.995873,0.17868633333333334,0.07706741935483871,0.5832539744874968,0.4138332597247884,4.824531,28,63,2957,68451,54,60,571,1514,105.60714285714286,1086.5238095238096,123.16755804389952,595.3298586103299,784.7032967032967,5.803672937328001416096196708,13.05826410898800318621644259,18.86193704631600460231263930,14801.02418245421161144990052,Win7_Chrome
192.168.140.130:49506<->77.88.55.55:443,4.792461,4.781491,0.000056,0.000000,2.017696,2.017696,0.119811525,0.0434681,0.3917944571849775,0.2464366878422149,4.792461,41,111,18826,125132,54,60,6960,1514,459.1707317073171,1127.3153153153153,1314.4310157334053,590.9445594974815,947.0921052631579,8.555103526142414095805891795,23.16137783906848694230375584,31.71648136521090103810964763,30038.42910771730849765913588,Win7_Chrome
192.168.140.130:61203<->192.168.140.2:53,0,0,1649878653.814179,0,1649878653.814179,1649878653.814179,0.0,0.0,0.0,0.0,0.010010,1,1,79,95,79,95,79,95,79.0,95.0,0.0,0.0,87.0,99.90009990009990009990009990,99.90009990009990009990009990,199.8001998001998001998001998,17382.61738261738261738261738,Win7_Chrome
192.168.140.130:49507<->192.0.73.2:443,0.139389,0.111045,0.000054,0.000000,0.044226,0.044226,0.023231500000000002,0.0185075,0.018995941469166513,0.02116636933203236,0.139389,7,7,907,6122,54,60,571,1514,129.57142857142858,874.5714285714286,194.7030706339418,762.3347596130493,502.07142857142856,50.21917080974825847089799052,50.21917080974825847089799052,100.4383416194965169417959810,50427.22166024578697027742505,Win7_Chrome
192.168.140.130:49508<->192.0.73.2:443,4.801326,4.772977,0.000103,0.000000,4.532122,4.532122,0.2527013684210527,0.14915553125,1.036424103720695,0.799941991214564,4.801326,20,33,2535,23031,54,60,571,1514,126.75,697.9090909090909,149.02980097600403,678.8081173846352,482.37735849056605,4.165515942887444010258832664,6.873101305764282616927073896,11.03861724865172662718590656,5324.779029793019678313865795,Win7_Chrome
